date,temperature,soil_moisture,ndvi,radiation,vpd,nee
2018-01-01,20.470222021089043,0.281577003553763,0.4831730327535969,136.01183714593682,0.6151796955622753,-0.0640086239763971
2018-01-02,20.16717073655405,0.2784979947478408,0.4825378047526611,182.2227569981304,0.7119002969193473,-0.0640086239763971
2018-01-03,19.44841121513319,0.2754189859419187,0.4819025767517255,198.9026030591548,0.777946628767685,-0.0640086239763971
2018-01-04,18.54527679523457,0.2723399771359965,0.4812673487507898,200.6868894130241,0.6474378042413502,-0.0640086239763971
2018-01-05,18.3407309339608,0.2692609683300744,0.4806321207498541,201.27695626291768,0.6312357378734661,-0.0640086239763971
2018-01-06,18.2030422369258,0.2659933681892674,0.4799968927489184,204.27361434881325,0.632684625770332,-0.0640086239763971
2018-01-07,17.97485010694112,0.2627257680484605,0.4793616647479827,205.32048188457748,0.6495642205950087,-0.0640086239763971
2018-01-08,17.65520069207924,0.2594581679076536,0.478726436747047,206.22918349831417,0.708371730078639,-0.0640086239763971
2018-01-09,17.91329175475542,0.2561905677668467,0.4780912087461113,207.5159292999188,0.7338112973963338,-0.0640086239763971
2018-01-10,18.333168401508814,0.2551743640959457,0.4774559807451756,207.2098982338988,0.6777358603295016,-0.0640086239763971
2018-01-11,18.769332811217254,0.2541581604250447,0.4768207527442399,205.5681739411549,0.575028434478005,-0.0640086239763971
2018-01-12,19.508485526035336,0.2531419567541438,0.4761855247433042,199.6701206827372,0.5115484873856779,-0.0640086239763971
2018-01-13,19.338115212339027,0.2521257530832428,0.4755502967423685,192.61255416890896,0.5572964995284305,-0.0640086239763971
2018-01-14,19.18409144640631,0.249192981056745,0.4749150687414328,195.8806743057848,0.5820880197188733,-0.0640086239763971
2018-01-15,19.28510814701548,0.2462602090302472,0.4742798407404971,202.8554966779413,0.6591204582878779,-0.0640086239763971
2018-01-16,19.076100303714483,0.2433274370037495,0.4736446127395615,208.48588105308832,0.6029666414608834,-0.0640086239763971
2018-01-17,19.049429827257924,0.2403946649772517,0.4730093847386257,202.50756108977757,0.566715157223889,-0.0640086239763971
2018-01-18,19.192472159904035,0.2383726661090738,0.4717799264800801,205.8669626576285,0.5871949470977039,-0.0640086239763971
2018-01-19,19.39683171443331,0.236350667240896,0.4705504682215345,214.55238965720844,0.6857801437661892,-0.0640086239763971
2018-01-20,19.71250639546635,0.2343286683727181,0.469321009962989,216.60868718904476,0.7172622599410169,-0.0640086239763971
2018-01-21,20.04831109909684,0.2323066695045402,0.4680915517044434,215.6789314590172,0.7423139138959344,-0.0640086239763971
2018-01-22,19.92206158596724,0.230165433457432,0.4668620934458979,217.56641346192265,0.7508297596530249,-0.0640086239763971
2018-01-23,20.389104298410032,0.2280241974103238,0.4656326351873523,217.21933008261476,0.7414769178513431,-0.0640086239763971
2018-01-24,21.16761657912877,0.2258829613632155,0.4644031769288068,213.89069750206545,0.627364641028917,-0.0640086239763971
2018-01-25,21.041204212149307,0.2237417253161073,0.4631737186702612,209.29043924793692,0.7195893564611262,-0.0640086239763971
2018-01-26,20.591247989820367,0.2214931233808786,0.4619442604117156,211.90792327999023,0.6911164760406514,-0.0640086239763971
2018-01-27,20.202686336918685,0.21924452144565,0.46071480215317,203.9127958807734,0.6491363618518785,-0.0640086239763971
2018-01-28,20.19182119733821,0.2169959195104213,0.4594853438946245,213.8685227407584,0.7371259700284002,-0.0640086239763971
2018-01-29,20.564286634859133,0.2147473175751927,0.4582558856360789,220.94254171225796,0.7444566350157645,-0.0640086239763971
2018-01-30,21.125352636729524,0.2122938760445249,0.4570264273775334,228.21191523730252,0.9504741793311408,-0.0640086239763971
2018-01-31,22.12314638502506,0.209840434513857,0.4557969691189878,227.466957862235,1.0725626985000432,-0.0640086239763971
2018-02-01,21.83740131965008,0.2073869929831892,0.4545675108604422,228.9318237346979,1.1070841330872074,-0.0640086239763971
2018-02-02,22.28555740268493,0.2049335514525213,0.4533380526018966,228.1108727691468,1.03644288319294,-0.0640086239763971
2018-02-03,22.282356517004665,0.2031134759371378,0.4529720233673744,222.9901298595248,0.8126853022049044,-0.0640086239763971
2018-02-04,22.96353603915485,0.2012934004217544,0.4526059941328523,228.3241710589837,0.8327223614103185,-0.0640086239763971
2018-02-05,23.00306749565616,0.1994733249063709,0.45223996489833,223.3931941121328,0.7786645239086598,-0.0640086239763971
2018-02-06,23.553935870715407,0.1976532493909875,0.4518739356638078,225.8473718616848,0.8775292144255898,-0.0640086239763971
2018-02-07,24.382159456410697,0.1974568000138649,0.4515079064292857,224.72259314045527,0.9397897141800632,-0.0640086239763971
2018-02-08,24.327520764775382,0.1972603506367422,0.4511418771947635,176.88927299576994,0.9808618141696362,-0.0640086239763971
2018-02-09,24.334488675268677,0.1970639012596196,0.4507758479602413,200.20713163645303,0.7760878574580676,-0.0640086239763971
2018-02-10,24.827996382166,0.196867451882497,0.4504098187257191,205.42068676908832,0.8306014046159584,-0.0640086239763971
2018-02-11,23.39810958799029,0.1929181740131924,0.4500437894911969,149.98306901830813,0.9389743342908352,-0.0640086239763971
2018-02-12,23.223311236799905,0.1889688961438879,0.4496777602566747,228.32601425901305,1.0979285761475457,-0.0640086239763971
2018-02-13,23.342078065912595,0.1850196182745833,0.4493117310221525,223.72680594657484,1.122892471852837,-0.0640086239763971
2018-02-14,23.732658018129115,0.1810703404052788,0.4489457017876302,229.40807167346756,1.1006822966754468,-0.0640086239763971
2018-02-15,23.15792980460977,0.1790808424604053,0.4485796725531081,241.6855234492105,1.1661226430361815,-0.0640086239763971
2018-02-16,22.741770897482205,0.1770913445155319,0.4482136433185859,239.51698938461047,0.9877764722528029,-0.0640086239763971
2018-02-17,23.32458409231835,0.1751018465706585,0.4478476140840637,239.9681300023113,1.0192940918313875,-0.0640086239763971
2018-02-18,23.825168842775803,0.1731123486257851,0.4474815848495415,244.2606866723444,0.9512412536134742,-0.0640086239763971
2018-02-19,23.847559273179595,0.1719757507094053,0.4492211922297817,237.58588334252036,0.8191944545409919,-0.0640086239763971
2018-02-20,24.187241729599947,0.1708391527930255,0.4509607996100219,232.0463768652245,0.8959352026798859,-0.0640086239763971
2018-02-21,24.794631173771105,0.1697025548766458,0.452700406990262,240.02331823864665,1.0202713561260113,-0.0640086239763971
2018-02-22,25.24214794612296,0.168565956960266,0.4544400143705022,245.97708671715216,1.1551743476690834,-0.0640086239763971
2018-02-23,25.457150045629582,0.1667132732715554,0.4561796217507424,244.89555222555992,1.180799175273899,-0.0640086239763971
2018-02-24,25.73821177337293,0.1648605895828448,0.4579192291309826,253.03025869159865,1.318051603744581,-0.0640086239763971
2018-02-25,26.506681790917284,0.1630079058941342,0.4596588365112228,254.8234943865412,1.6067900054483135,-0.0640086239763971
2018-02-26,26.434077326861704,0.1611552222054236,0.461398443891463,235.17394653344,1.3986915093626116,-0.0640086239763971
2018-02-27,26.295313961529896,0.1589556174440997,0.4631380512717032,250.53500822651887,1.1496906650106302,-0.0640086239763971
2018-02-28,25.93593046133057,0.1567560126827757,0.4648776586519434,254.7353980889074,1.0861226952237804,-0.0640086239763971
2018-03-01,26.20674703013884,0.1545564079214518,0.4666172660321835,254.6468734866878,1.0728603812939217,-0.0640086239763971
2018-03-02,26.66214808877762,0.1523568031601279,0.4683568734124238,249.75289278189732,1.1324516420895294,-0.0640086239763971
2018-03-03,27.625378023249866,0.1514556074457606,0.470096480792664,253.42586772405605,1.435223842302456,-0.0640086239763971
2018-03-04,27.65942573257473,0.1505544117313934,0.4718360881729041,175.61073995587816,1.2749255099045766,-0.0640086239763971
2018-03-05,27.381172591213677,0.1496532160170261,0.4735756955531443,176.3091245513453,1.2402535356182258,-0.0640086239763971
2018-03-06,27.093254289330464,0.1487520203026589,0.4753153029333845,175.53373945165356,1.2256641063913534,-0.0640086239763971
2018-03-07,26.638460760407668,0.1463834001583088,0.4737425985975253,175.47557345319086,1.3319743755019533,-0.0640086239763971
