date,temperature,soil_moisture,ndvi,radiation,vpd,nee,sundarbans_nee,chilika_nee
2018-01-01,20.470222021089043,0.28157700355376303,0.4831730327535969,136.01183714593682,0.6151796955622753,,,
2018-01-02,20.16717073655405,0.27849799474784087,0.48253780475266117,182.22275699813036,0.7119002969193473,,,
2018-01-03,19.44841121513319,0.2754189859419187,0.48190257675172554,198.90260305915479,0.777946628767685,,,
2018-01-04,18.54527679523457,0.27233997713599656,0.4812673487507898,200.68688941302406,0.6474378042413502,,,
2018-01-05,18.3407309339608,0.2692609683300744,0.4806321207498541,201.27695626291768,0.6312357378734661,,,
2018-01-06,18.2030422369258,0.26599336818926744,0.4799968927489184,204.27361434881323,0.632684625770332,,,
2018-01-07,17.97485010694112,0.2627257680484605,0.4793616647479827,205.32048188457748,0.6495642205950087,,,
2018-01-08,17.65520069207924,0.25945816790765364,0.47872643674704707,206.22918349831417,0.708371730078639,,,
2018-01-09,17.91329175475542,0.2561905677668467,0.47809120874611133,207.5159292999188,0.7338112973963338,,,
2018-01-10,18.333168401508818,0.2551743640959457,0.4774559807451756,207.20989823389877,0.6777358603295016,,,
2018-01-11,18.769332811217254,0.25415816042504474,0.4768207527442399,205.5681739411549,0.575028434478005,,,
2018-01-12,19.508485526035336,0.2531419567541438,0.4761855247433042,199.6701206827372,0.5115484873856779,,,
2018-01-13,19.338115212339027,0.2521257530832428,0.4755502967423685,192.61255416890896,0.5572964995284305,,,
2018-01-14,19.18409144640631,0.24919298105674503,0.4749150687414328,195.8806743057848,0.5820880197188733,,,
2018-01-15,19.285108147015478,0.24626020903024728,0.4742798407404971,202.8554966779413,0.6591204582878779,,,
2018-01-16,19.076100303714483,0.24332743700374954,0.4736446127395615,208.48588105308832,0.6029666414608834,,,
2018-01-17,19.049429827257924,0.24039466497725173,0.47300938473862575,202.50756108977754,0.566715157223889,,,
2018-01-18,19.192472159904035,0.23837266610907387,0.47177992648008016,205.8669626576285,0.5871949470977039,,,
2018-01-19,19.39683171443331,0.236350667240896,0.47055046822153457,214.55238965720844,0.6857801437661892,,,
2018-01-20,19.71250639546635,0.23432866837271815,0.469321009962989,216.60868718904473,0.7172622599410169,,,
2018-01-21,20.048311099096836,0.23230666950454026,0.46809155170444344,215.67893145901718,0.7423139138959344,,,
2018-01-22,19.92206158596724,0.23016543345743204,0.4668620934458979,217.56641346192262,0.7508297596530249,,,
2018-01-23,20.389104298410032,0.22802419741032381,0.4656326351873523,217.21933008261473,0.7414769178513431,,,
2018-01-24,21.16761657912877,0.22588296136321556,0.4644031769288068,213.89069750206545,0.627364641028917,,,
2018-01-25,21.041204212149307,0.2237417253161073,0.4631737186702612,209.29043924793694,0.7195893564611262,,,
2018-01-26,20.591247989820367,0.22149312338087868,0.4619442604117156,211.90792327999026,0.6911164760406514,,,
2018-01-27,20.202686336918685,0.21924452144565004,0.46071480215317007,203.9127958807734,0.6491363618518785,,,
2018-01-28,20.191821197338214,0.21699591951042135,0.4594853438946245,213.86852274075838,0.7371259700284002,,,
2018-01-29,20.564286634859133,0.21474731757519272,0.4582558856360789,220.94254171225793,0.7444566350157645,,,
2018-01-30,21.125352636729524,0.2122938760445249,0.4570264273775334,228.21191523730255,0.9504741793311408,,,
2018-01-31,22.12314638502506,0.20984043451385703,0.4557969691189878,227.466957862235,1.0725626985000432,,,
2018-02-01,21.83740131965008,0.2073869929831892,0.4545675108604422,228.9318237346979,1.1070841330872074,,,
2018-02-02,22.28555740268493,0.20493355145252135,0.45333805260189663,228.1108727691468,1.03644288319294,,,
2018-02-03,22.282356517004665,0.20311347593713788,0.45297202336737447,222.99012985952476,0.8126853022049044,,,
2018-02-04,22.963536039154846,0.20129340042175445,0.4526059941328523,228.32417105898367,0.8327223614103185,,,
2018-02-05,23.00306749565616,0.19947332490637099,0.45223996489833007,223.3931941121328,0.7786645239086598,,,
2018-02-06,23.553935870715407,0.19765324939098752,0.45187393566380785,225.84737186168482,0.8775292144255898,,,
2018-02-07,24.382159456410697,0.1974568000138649,0.4515079064292857,224.72259314045527,0.9397897141800631,,,
2018-02-08,24.327520764775382,0.19726035063674227,0.4511418771947635,176.88927299576994,0.9808618141696362,,,
2018-02-09,24.334488675268673,0.19706390125961964,0.4507758479602413,200.20713163645306,0.7760878574580676,,,
2018-02-10,24.827996382166,0.19686745188249702,0.4504098187257191,205.42068676908832,0.8306014046159584,,,
2018-02-11,23.39810958799029,0.19291817401319247,0.4500437894911969,149.98306901830813,0.9389743342908353,,,
2018-02-12,23.223311236799905,0.18896889614388793,0.4496777602566747,228.32601425901302,1.0979285761475455,,,
2018-02-13,23.342078065912595,0.18501961827458335,0.4493117310221525,223.72680594657484,1.122892471852837,,,
2018-02-14,23.732658018129115,0.1810703404052788,0.44894570178763027,229.40807167346753,1.1006822966754468,,,
2018-02-15,23.157929804609772,0.17908084246040537,0.4485796725531081,241.6855234492105,1.1661226430361817,,,
2018-02-16,22.741770897482205,0.17709134451553196,0.44821364331858593,239.51698938461047,0.9877764722528029,,,
